gene_name,BP,CC,MF
APOA1,"['GO:0006656', 'GO:0006695', 'GO:0034375', 'GO:0033344', 'GO:0035025', 'GO:0034115', 'GO:0007229', 'GO:0050919', 'GO:1900026', 'GO:0010875', 'GO:0060761', 'GO:0033700', 'GO:0090205', 'GO:0030301', 'GO:0070508', 'GO:0034384', 'GO:0018158', 'GO:1902995', 'GO:0060354', 'GO:0010804', 'GO:0019915', 'GO:0008203', 'GO:0034380', 'GO:0001935', 'GO:0030325', 'GO:0051496', 'GO:0071402', 'GO:0043691', 'GO:0042632', 'GO:0050821', 'GO:0055091', 'GO:0018206', 'GO:0042158', 'GO:0043534', 'GO:0010903', 'GO:0034205', 'GO:0070328', 'GO:0032691', 'GO:0051180', 'GO:0008211', 'GO:0050766', 'GO:0002719', 'GO:0050728', 'GO:0032489', 'GO:0007186', 'GO:0055090']","['GO:0031410', 'GO:0005886', 'GO:0071682', 'GO:0070062', 'GO:0034362', 'GO:1903561', 'GO:0072562', 'GO:0030139', 'GO:0005788', 'GO:0005769', 'GO:0005576', 'GO:0005829', 'GO:0034364', 'GO:0034774', 'GO:0034366', 'GO:0042627', 'GO:0034361']","['GO:0008035', 'GO:0005102', 'GO:0019899', 'GO:0034190', 'GO:0070653', 'GO:0015485', 'GO:0120020', 'GO:0042803', 'GO:0001540', 'GO:0060228', 'GO:0031072', 'GO:0042802', 'GO:0005543', 'GO:0048018', 'GO:0034191', 'GO:0045499']"
APOA5,"['GO:0070328', 'GO:0034370', 'GO:0042632', 'GO:0010898', 'GO:0019433', 'GO:0033344', 'GO:0010902', 'GO:0034447', 'GO:0033700', 'GO:0042157', 'GO:0008203', 'GO:0048260', 'GO:0006869', 'GO:0045723', 'GO:0042246', 'GO:0006641', 'GO:0050996', 'GO:0055090']","['GO:0005576', 'GO:0034364', 'GO:1903561', 'GO:0005794', 'GO:0042627', 'GO:0005788', 'GO:0034361', 'GO:0005769', 'GO:0005770']","['GO:0008201', 'GO:0120020', 'GO:0060229', 'GO:0019899', 'GO:0060230', 'GO:0070325', 'GO:0035473', 'GO:0031210', 'GO:0060228', 'GO:0008289', 'GO:0050750', 'GO:0005543']"
APOB,"['GO:0010744', 'GO:0007283', 'GO:0001701', 'GO:0042953', 'GO:0042632', 'GO:0009615', 'GO:0042159', 'GO:0033344', 'GO:0019433', 'GO:0010884', 'GO:0030301', 'GO:0034383', 'GO:0048844', 'GO:0042158', 'GO:0010886', 'GO:0051649', 'GO:0008203', 'GO:0006642', 'GO:0009566', 'GO:0034374', 'GO:0007399', 'GO:0010628', 'GO:0034379', 'GO:0045540', 'GO:0009791', 'GO:0071402', 'GO:0030317']","['GO:0005576', 'GO:0005790', 'GO:0005829', 'GO:0031904', 'GO:0070062', 'GO:0034362', 'GO:0043231', 'GO:0034360', 'GO:0010008', 'GO:0005737', 'GO:0030669', 'GO:0043202', 'GO:0034363', 'GO:0005789', 'GO:0042627', 'GO:0005886', 'GO:0005788', 'GO:0070971', 'GO:0005811', 'GO:0034361', 'GO:0034359', 'GO:0005769', 'GO:0043025', 'GO:0071682']","['GO:0048018', 'GO:0008201', 'GO:0120020', 'GO:0035473', 'GO:0050750', 'GO:0005543']"
APOC3,"['GO:0045833', 'GO:0070328', 'GO:0043691', 'GO:0042632', 'GO:0010897', 'GO:0010916', 'GO:0034375', 'GO:0048261', 'GO:0010989', 'GO:0019433', 'GO:0033344', 'GO:0050995', 'GO:0010987', 'GO:0033700', 'GO:0042157', 'GO:0034382', 'GO:0032489', 'GO:0007186', 'GO:0045717', 'GO:0034379', 'GO:0010903', 'GO:0006641', 'GO:0060621']","['GO:0005576', 'GO:0070062', 'GO:0034363', 'GO:0034366', 'GO:0042627', 'GO:0034361', 'GO:0005769']","['GO:0055102', 'GO:0070653', 'GO:0015485', 'GO:0005543']"
APOE,"['GO:0010596', 'GO:0038060', 'GO:0034375', 'GO:0033344', 'GO:0061771', 'GO:0090090', 'GO:0045541', 'GO:0010642', 'GO:0090181', 'GO:1905908', 'GO:0051044', 'GO:0090209', 'GO:0007271', 'GO:0035641', 'GO:0010875', 'GO:1900272', 'GO:0033700', 'GO:1903002', 'GO:0097114', 'GO:0034382', 'GO:0048168', 'GO:0034374', 'GO:0061136', 'GO:1905907', 'GO:0010977', 'GO:0090205', 'GO:0010976', 'GO:0032805', 'GO:0006898', 'GO:0046907', 'GO:0032438', 'GO:0055089', 'GO:1900223', 'GO:0010877', 'GO:0071831', 'GO:0070374', 'GO:0042311', 'GO:0034384', 'GO:2000822', 'GO:0051248', 'GO:0010629', 'GO:0006874', 'GO:1902995', 'GO:0001937', 'GO:0000302', 'GO:0008203', 'GO:0050709', 'GO:0034380', 'GO:0017038', 'GO:0006641', 'GO:0071402', 'GO:1902430', 'GO:0045429', 'GO:0140077', 'GO:0002021', 'GO:0031175', 'GO:0043691', 'GO:0042632', 'GO:0045807', 'GO:0042159', 'GO:1902952', 'GO:0043254', 'GO:0010467', 'GO:0034447', 'GO:0097113', 'GO:1905890', 'GO:0048844', 'GO:0030195', 'GO:0042158', 'GO:0007010', 'GO:0042982', 'GO:0015909', 'GO:0060999', 'GO:0045088', 'GO:0007616', 'GO:0042981', 'GO:0071830', 'GO:0045893', 'GO:0044794', 'GO:0070328', 'GO:0010544', 'GO:0030516', 'GO:0048662', 'GO:0034372', 'GO:0043537', 'GO:1905906', 'GO:0051246', 'GO:0006707', 'GO:0050728', 'GO:0019068', 'GO:0043409', 'GO:1900221', 'GO:1902991', 'GO:0032489', 'GO:0007186', 'GO:0046889', 'GO:0055090']","['GO:0031012', 'GO:0005886', 'GO:0071682', 'GO:0070062', 'GO:0005634', 'GO:0034363', 'GO:0030425', 'GO:0043083', 'GO:0034362', 'GO:0030669', 'GO:1903561', 'GO:0072562', 'GO:0005794', 'GO:0042470', 'GO:0016020', 'GO:0005788', 'GO:0005769', 'GO:0043025', 'GO:0097487', 'GO:0098978', 'GO:1990777', 'GO:0005783', 'GO:0005576', 'GO:0034365', 'GO:0034364', 'GO:0034360', 'GO:0005737', 'GO:0042627', 'GO:0034361']","['GO:0046911', 'GO:0005198', 'GO:0048156', 'GO:0071813', 'GO:0005102', 'GO:0019899', 'GO:0120020', 'GO:0042803', 'GO:0001540', 'GO:0060228', 'GO:0050750', 'GO:0046983', 'GO:0043395', 'GO:0042802', 'GO:0005543', 'GO:0048018', 'GO:0008201', 'GO:0005319', 'GO:0044877', 'GO:0008289', 'GO:0070326', 'GO:0016209']"
APP,"['GO:0007611', 'GO:2000406', 'GO:0006816', 'GO:0045471', 'GO:1905908', 'GO:1904646', 'GO:0071280', 'GO:1990535', 'GO:0007417', 'GO:0048143', 'GO:1900272', 'GO:0071874', 'GO:0010628', 'GO:0030198', 'GO:0071320', 'GO:0016199', 'GO:0007612', 'GO:0070374', 'GO:0040014', 'GO:0010629', 'GO:0110088', 'GO:0007626', 'GO:0016358', 'GO:0046330', 'GO:0007617', 'GO:0006897', 'GO:0006417', 'GO:0045931', 'GO:0006878', 'GO:0150003', 'GO:0010468', 'GO:0071287', 'GO:0030111', 'GO:0002265', 'GO:1990090', 'GO:1990000', 'GO:0051247', 'GO:0031175', 'GO:0050803', 'GO:0050850', 'GO:0008088', 'GO:0032760', 'GO:0007155', 'GO:0016322', 'GO:0007219', 'GO:0070555', 'GO:1990418', 'GO:0010288', 'GO:0008542', 'GO:0036269', 'GO:0001774', 'GO:0050890', 'GO:0043523', 'GO:1900273', 'GO:0050808', 'GO:0098989', 'GO:0048169', 'GO:0098815', 'GO:0050729', 'GO:0008344', 'GO:0048669', 'GO:0007409', 'GO:0035235', 'GO:0032755', 'GO:0032731', 'GO:0032722', 'GO:0045821', 'GO:0008285', 'GO:0045944', 'GO:0014005', 'GO:1901224', 'GO:1905606']","['GO:0030424', 'GO:0031093', 'GO:0032588', 'GO:0031901', 'GO:0005886', 'GO:0055037', 'GO:0005768', 'GO:0031904', 'GO:0070062', 'GO:0005905', 'GO:0043197', 'GO:0030425', 'GO:0045202', 'GO:0005796', 'GO:0044304', 'GO:0005794', 'GO:0005641', 'GO:0106003', 'GO:0016020', 'GO:0005788', 'GO:0043204', 'GO:1990761', 'GO:0005769', 'GO:0005743', 'GO:0043198', 'GO:0005783', 'GO:0045121', 'GO:0005576', 'GO:0009986', 'GO:1990812', 'GO:0005829', 'GO:0097449', 'GO:0005737', 'GO:0005798', 'GO:0043235', 'GO:0048471', 'GO:0098992']","['GO:0005102', 'GO:0019899', 'GO:0120283', 'GO:0030546', 'GO:0046914', 'GO:0003677', 'GO:0004867', 'GO:0051425', 'GO:0042802', 'GO:0016504', 'GO:0048018', 'GO:0008201', 'GO:0070851']"
ARFGAP2,"['GO:0048205', 'GO:0015031']","['GO:0005794', 'GO:0000139', 'GO:0005829', 'GO:0005886']","['GO:0008270', 'GO:0005096']"
ARIH2,"['GO:0043161', 'GO:0070936', 'GO:0070534', 'GO:0016567', 'GO:0071425', 'GO:0048588', 'GO:0006511', 'GO:0000209']","['GO:0005654', 'GO:0000151', 'GO:0005737', 'GO:0005634']","['GO:0061630', 'GO:0008270', 'GO:0031624', 'GO:0004842']"
ARL5B,"['GO:0006886', 'GO:1903292', 'GO:0016192']","['GO:0005802', 'GO:0005737']","['GO:0003924', 'GO:0005525']"
ATP12A,"['GO:0036376', 'GO:0006883', 'GO:0030007', 'GO:0006885', 'GO:1902600', 'GO:1990573']","['GO:0016324', 'GO:0016323', 'GO:0005889', 'GO:0015629', 'GO:0005829', 'GO:0005886']","['GO:0005391', 'GO:0046872', 'GO:0005524', 'GO:0008900', 'GO:0016887']"
ATP1B3,"['GO:0086009', 'GO:1903288', 'GO:0071805', 'GO:0050821', 'GO:0036376', 'GO:0006883', 'GO:0072659', 'GO:0035725', 'GO:1903278', 'GO:0030007', 'GO:1990573']","['GO:0070062', 'GO:0005890', 'GO:0016324', 'GO:0016323', 'GO:0042470', 'GO:0036126', 'GO:0005886']","['GO:0141109', 'GO:0030674', 'GO:0001671', 'GO:0051117']"
ATP2A1,"['GO:0106134', 'GO:0045988', 'GO:0051659', 'GO:0006816', 'GO:1902082', 'GO:0006942', 'GO:0008637', 'GO:0032470', 'GO:0090076', 'GO:0006874', 'GO:0032471', 'GO:0070509', 'GO:1903779', 'GO:0070588', 'GO:0051561', 'GO:1901896', 'GO:0031448', 'GO:0070059', 'GO:1990036', 'GO:0034220', 'GO:0034976']","['GO:0031095', 'GO:0005793', 'GO:0016529', 'GO:0031673', 'GO:0005739', 'GO:0005789', 'GO:0016020', 'GO:0031674', 'GO:0048471', 'GO:0034704', 'GO:0033017']","['GO:0005524', 'GO:0030899', 'GO:0042803', 'GO:0005509', 'GO:0016887', 'GO:0005388']"
ATP4A,"['GO:0071805', 'GO:0009410', 'GO:0010155', 'GO:0036376', 'GO:0006883', 'GO:1902600', 'GO:0030007', 'GO:0045851', 'GO:0034220', 'GO:1990573']","['GO:0005889', 'GO:0016324', 'GO:0005886']","['GO:0030955', 'GO:0005524', 'GO:0005391', 'GO:0008900', 'GO:0016887', 'GO:0000287']"
AUP1,"['GO:0034389', 'GO:0036503', 'GO:0030970', 'GO:0061724', 'GO:1990044', 'GO:0140042', 'GO:0009615']","['GO:0005776', 'GO:0005811', 'GO:0005789', 'GO:0031410', 'GO:0016020', 'GO:0070062', 'GO:0005783']","['GO:0031625', 'GO:0043130', 'GO:0031624']"
AVPR2,"['GO:0003084', 'GO:0007188', 'GO:0032870', 'GO:0003092', 'GO:0007599', 'GO:0034097', 'GO:0007189', 'GO:0008284', 'GO:0001992', 'GO:1902533', 'GO:0008285', 'GO:0007190', 'GO:0070295', 'GO:0007186', 'GO:0021537', 'GO:0045907', 'GO:0010628']","['GO:0005768', 'GO:0030669', 'GO:0005794', 'GO:0030139', 'GO:0005886', 'GO:0016020', 'GO:0048471', 'GO:0005783']",['GO:0005000']
B3GAT3,"['GO:0043085', 'GO:0050650', 'GO:0050651', 'GO:0006024', 'GO:0090316', 'GO:0005975', 'GO:0015012']","['GO:0005794', 'GO:0005801', 'GO:0000139', 'GO:0016020', 'GO:0070062']","['GO:0046872', 'GO:0015018', 'GO:0072542', 'GO:0015020']"
BACE1,"['GO:1990000', 'GO:0006508', 'GO:0099171', 'GO:0042987', 'GO:0016485', 'GO:1904646', 'GO:1990418', 'GO:0071280', 'GO:0050435', 'GO:0010288', 'GO:0006509', 'GO:0036269', 'GO:0060134', 'GO:0050966', 'GO:0071287', 'GO:0140448', 'GO:0043525', 'GO:0034205']","['GO:0045121', 'GO:0005768', 'GO:0008021', 'GO:0009986', 'GO:0030424', 'GO:0070931', 'GO:0010008', 'GO:0005764', 'GO:0005794', 'GO:0005886', 'GO:0098686', 'GO:0016020', 'GO:0005788', 'GO:0030425', 'GO:0005771', 'GO:0005802', 'GO:0005769', 'GO:0005770', 'GO:0043025', 'GO:0055037']","['GO:0004175', 'GO:0019899', 'GO:0004190', 'GO:0120283', 'GO:0001540', 'GO:0008798', 'GO:0008233']"
BCL2,"['GO:0031069', 'GO:0060218', 'GO:0097192', 'GO:0071456', 'GO:0002320', 'GO:0035265', 'GO:0048741', 'GO:0030336', 'GO:0042551', 'GO:1904019', 'GO:0042542', 'GO:0051607', 'GO:0033689', 'GO:0032469', 'GO:0008584', 'GO:0006974', 'GO:0046902', 'GO:0051881', 'GO:0014911', 'GO:0043029', 'GO:0010224', 'GO:0031103', 'GO:0033033', 'GO:0010039', 'GO:0045069', 'GO:0002931', 'GO:2001234', 'GO:0006915', 'GO:2000811', 'GO:0001658', 'GO:0007015', 'GO:0001783', 'GO:0030307', 'GO:0010332', 'GO:0009410', 'GO:0045636', 'GO:0009314', 'GO:0070233', 'GO:0009636', 'GO:2000669', 'GO:0010468', 'GO:0006914', 'GO:0010507', 'GO:0010559', 'GO:0031647', 'GO:0008630', 'GO:0003014', 'GO:0072593', 'GO:0000082', 'GO:0006959', 'GO:0040018', 'GO:0010523', 'GO:0043524', 'GO:0043066', 'GO:0008625', 'GO:0034097', 'GO:0032835', 'GO:0043065', 'GO:0001503', 'GO:2001243', 'GO:0032880', 'GO:0002326', 'GO:0097049', 'GO:0098609', 'GO:0014031', 'GO:1904036', 'GO:0048536', 'GO:0001541', 'GO:0070231', 'GO:0030279', 'GO:0014909', 'GO:0001952', 'GO:0042149', 'GO:0008631', 'GO:0009791', 'GO:1902166', 'GO:0051384', 'GO:0001662', 'GO:0000209', 'GO:0048873', 'GO:0048864', 'GO:0001782', 'GO:0051902', 'GO:2000672', 'GO:0007565', 'GO:0048538', 'GO:0048041', 'GO:0030890', 'GO:0001656', 'GO:0007409', 'GO:0042100', 'GO:0002903', 'GO:0001836', 'GO:0033028', 'GO:0008284', 'GO:0050853', 'GO:0033077', 'GO:2001240', 'GO:0060402', 'GO:0048599', 'GO:0048546', 'GO:0030308', 'GO:0051924', 'GO:0022612', 'GO:0014042', 'GO:0043375', 'GO:0035094', 'GO:0051402', 'GO:2000134', 'GO:0048743', 'GO:0033687', 'GO:0070059', 'GO:0043583', 'GO:0030318']","['GO:0097138', 'GO:0005789', 'GO:0031965', 'GO:0046930', 'GO:0005634', 'GO:0032991', 'GO:0043209', 'GO:0016020', 'GO:0005783', 'GO:0005829', 'GO:0005737', 'GO:0005739', 'GO:0005741']","['GO:0015267', 'GO:0046982', 'GO:0051434', 'GO:0016248', 'GO:0043565', 'GO:0051721', 'GO:0060090', 'GO:0002020', 'GO:0140297', 'GO:0042802', 'GO:0031625']"
BTN2A1,"['GO:0050852', 'GO:0006629', 'GO:0001817']","['GO:0009897', 'GO:0005886']",['GO:0005102']
BTNL3,"['GO:0050852', 'GO:0001817', 'GO:0045062']",['GO:0009897'],['GO:0005102']
C3orf18,[],['GO:0016020'],[]
C3orf52,[],"['GO:0005886', 'GO:0005783']",[]
C9orf72,"['GO:0001933', 'GO:0010506', 'GO:0098693', 'GO:0034063', 'GO:0110053', 'GO:0061909', 'GO:0006897', 'GO:0016239', 'GO:0032880', 'GO:1903432', 'GO:1902774', 'GO:0045920', 'GO:0050777', 'GO:2000785', 'GO:0006914', 'GO:0048675']","['GO:0005768', 'GO:0044754', 'GO:0005829', 'GO:0044295', 'GO:0031965', 'GO:0099523', 'GO:0044304', 'GO:0000932', 'GO:0005737', 'GO:0005764', 'GO:0005634', 'GO:0090543', 'GO:0098686', 'GO:0098794', 'GO:0030425', 'GO:0010494', 'GO:0005776', 'GO:0043204', 'GO:0098978', 'GO:0032045']","['GO:0005085', 'GO:0005096', 'GO:0031267']"
C9orf91,[],['GO:0005886'],[]
CANX,"['GO:0009306', 'GO:0034975', 'GO:0036503', 'GO:0072583', 'GO:0019082', 'GO:0048488', 'GO:0006457']","['GO:0044322', 'GO:0070062', 'GO:0031965', 'GO:0044233', 'GO:0005789', 'GO:0098793', 'GO:0016020', 'GO:0005788', 'GO:0098553', 'GO:0031966', 'GO:0033162', 'GO:0005783']","['GO:0051082', 'GO:0030246', 'GO:0005509', 'GO:0003723']"
CARM1,"['GO:2000171', 'GO:0045600', 'GO:0032259', 'GO:0006355', 'GO:0033146', 'GO:0008284', 'GO:0071932', 'GO:0006338', 'GO:1904037', 'GO:0045943', 'GO:0051591']","['GO:0005829', 'GO:0005737', 'GO:0005634', 'GO:0043596', 'GO:0005654']","['GO:0035642', 'GO:0000976', 'GO:0008276', 'GO:0016274', 'GO:0140297', 'GO:0003713', 'GO:0070611', 'GO:0035242', 'GO:0008013', 'GO:0042054']"
CASP3,"['GO:0007611', 'GO:0007605', 'GO:0001554', 'GO:0044346', 'GO:0045471', 'GO:1904019', 'GO:0042542', 'GO:0007507', 'GO:0006974', 'GO:0045165', 'GO:0071887', 'GO:0043029', 'GO:0001666', 'GO:0034349', 'GO:0030216', 'GO:0006915', 'GO:0097194', 'GO:0009749', 'GO:0030220', 'GO:0008627', 'GO:0016485', 'GO:0034612', 'GO:0009410', 'GO:0046007', 'GO:0001818', 'GO:0009411', 'GO:0030218', 'GO:0031647', 'GO:0048011', 'GO:0032496', 'GO:0006508', 'GO:0009611', 'GO:0010165', 'GO:0021766', 'GO:0007413', 'GO:0098693', 'GO:0045786', 'GO:0070269', 'GO:0072734', 'GO:0030182', 'GO:0140639', 'GO:1990418', 'GO:0072347', 'GO:0097193', 'GO:0036269', 'GO:0032025', 'GO:0032355', 'GO:0051604', 'GO:0051146', 'GO:0061713', 'GO:0051384', 'GO:0043525', 'GO:0043200', 'GO:0016241', 'GO:0001782', 'GO:0097190', 'GO:0030889', 'GO:0030163', 'GO:1902004', 'GO:0035094', 'GO:0051402']","['GO:0005634', 'GO:0014069', 'GO:0043025', 'GO:0098978', 'GO:0005829', 'GO:0031264', 'GO:0005737', 'GO:0005654']","['GO:0005123', 'GO:0004190', 'GO:0004861', 'GO:0002020', 'GO:0016005', 'GO:0004197', 'GO:0008233', 'GO:0008047', 'GO:0044877']"
CAV1,"['GO:0051592', 'GO:2000535', 'GO:0072584', 'GO:0019065', 'GO:0006816', 'GO:0038016', 'GO:0090090', 'GO:0055074', 'GO:0019217', 'GO:0060056', 'GO:0001666', 'GO:0010875', 'GO:0051649', 'GO:0098903', 'GO:0000122', 'GO:0031295', 'GO:0030879', 'GO:0006809', 'GO:0120162', 'GO:0010628', 'GO:0002931', 'GO:0015031', 'GO:0008104', 'GO:2000811', 'GO:0030301', 'GO:0060546', 'GO:0007595', 'GO:0046426', 'GO:0098909', 'GO:0032570', 'GO:0045019', 'GO:0071455', 'GO:0006874', 'GO:2001244', 'GO:0001525', 'GO:0071711', 'GO:0033484', 'GO:0001937', 'GO:0051899', 'GO:1903361', 'GO:0019915', 'GO:0009267', 'GO:0030335', 'GO:0001935', 'GO:0010524', 'GO:0045907', 'GO:0006641', 'GO:0070836', 'GO:0031398', 'GO:0000165', 'GO:0042632', 'GO:0019221', 'GO:0016050', 'GO:0046716', 'GO:0098911', 'GO:0042310', 'GO:0001570', 'GO:0046209', 'GO:1904294', 'GO:0071375', 'GO:0043123', 'GO:0001960', 'GO:0048147', 'GO:0044860', 'GO:0051480', 'GO:0038166', 'GO:2001238', 'GO:0048550', 'GO:0048144', 'GO:1900027', 'GO:0060070', 'GO:0030514', 'GO:0031397', 'GO:0010608', 'GO:0043627', 'GO:0032507', 'GO:0006940', 'GO:0030154', 'GO:1903598', 'GO:0030857', 'GO:0097190', 'GO:1901380', 'GO:0007519', 'GO:0030193', 'GO:0031623', 'GO:1901844', 'GO:0043409', 'GO:0071560', 'GO:0086091', 'GO:0009617', 'GO:0071218']","['GO:0031410', 'GO:0005789', 'GO:0005901', 'GO:0031901', 'GO:0005886', 'GO:0005938', 'GO:0005768', 'GO:0016323', 'GO:0005925', 'GO:0002080', 'GO:0032991', 'GO:0016324', 'GO:0005794', 'GO:0002095', 'GO:0000139', 'GO:0016020', 'GO:0005783', 'GO:0045121', 'GO:0005929', 'GO:0030666', 'GO:0048471', 'GO:0005811']","['GO:0046982', 'GO:0005102', 'GO:0019899', 'GO:0015485', 'GO:0051117', 'GO:0008142', 'GO:0019901', 'GO:0030674', 'GO:0060090', 'GO:0036487', 'GO:0070320', 'GO:0044325', 'GO:0031267', 'GO:0005113', 'GO:0050998', 'GO:0042802', 'GO:0140311', 'GO:0016504', 'GO:0044877', 'GO:0030292']"
CCDC107,[],['GO:0016020'],[]
CCL2,"['GO:0043615', 'GO:0034351', 'GO:0090280', 'GO:0002548', 'GO:1900451', 'GO:0071346', 'GO:0019221', 'GO:0006959', 'GO:0008360', 'GO:0019233', 'GO:0043524', 'GO:2000427', 'GO:0007155', 'GO:0071356', 'GO:0071347', 'GO:0009887', 'GO:0051968', 'GO:0048245', 'GO:0006935', 'GO:0001525', 'GO:0038148', 'GO:0007010', 'GO:0006954', 'GO:0044344', 'GO:0007187', 'GO:0007165', 'GO:0019079', 'GO:2000353', 'GO:0019725', 'GO:0048246', 'GO:0030335', 'GO:0006468', 'GO:0007259', 'GO:0007186', 'GO:0061844', 'GO:0007204', 'GO:0009617', 'GO:0010759', 'GO:0007166', 'GO:0070098', 'GO:0035684', 'GO:2000134', 'GO:2000502', 'GO:0010628', 'GO:1905563', 'GO:0050870', 'GO:0071222']","['GO:0005576', 'GO:0016020']","['GO:0042379', 'GO:0004672', 'GO:0008009', 'GO:0005102', 'GO:0031727', 'GO:0042056', 'GO:0048020']"
CCR6,"['GO:2000404', 'GO:0072679', 'GO:0006959', 'GO:0060326', 'GO:2000510', 'GO:0006935', 'GO:0006968', 'GO:0006954', 'GO:0007165', 'GO:0006955', 'GO:1904156', 'GO:0060474', 'GO:0002523', 'GO:0072676', 'GO:0019722', 'GO:0072678', 'GO:0048290', 'GO:0007204', 'GO:0007186', 'GO:0002407', 'GO:1904155']","['GO:0097524', 'GO:0009986', 'GO:0097225', 'GO:0005737', 'GO:0036126', 'GO:0097228', 'GO:0005886', 'GO:0009897']","['GO:0042379', 'GO:0038023', 'GO:0019957', 'GO:0004950', 'GO:0048020', 'GO:0016493']"
CD209,"['GO:0019882', 'GO:0033079', 'GO:0002250', 'GO:0046718', 'GO:0045087', 'GO:0042129', 'GO:0035556', 'GO:1903902', 'GO:0019079', 'GO:0006897', 'GO:0097323', 'GO:0006955', 'GO:0007159', 'GO:0007157', 'GO:0046968', 'GO:0036336', 'GO:0042102', 'GO:0009988', 'GO:0075733', 'GO:0019062']","['GO:0005576', 'GO:0009986', 'GO:0005737', 'GO:0005886', 'GO:0016020', 'GO:0009897', 'GO:0043657']","['GO:0038187', 'GO:0046790', 'GO:0030246', 'GO:0004895', 'GO:0001618', 'GO:0046872', 'GO:0005537', 'GO:0042605']"
CD36,"['GO:0010744', 'GO:0038060', 'GO:0006631', 'GO:0015912', 'GO:0098900', 'GO:1904646', 'GO:0015911', 'GO:0050892', 'GO:0150024', 'GO:0044539', 'GO:0150094', 'GO:0071726', 'GO:0000122', 'GO:0007204', 'GO:0120162', 'GO:0010628', 'GO:1900227', 'GO:0030301', 'GO:0071222', 'GO:0060907', 'GO:0006898', 'GO:0042953', 'GO:0070508', 'GO:0070374', 'GO:2000121', 'GO:0071447', 'GO:0010629', 'GO:0043277', 'GO:0016525', 'GO:0032735', 'GO:0030194', 'GO:0019915', 'GO:2000334', 'GO:0007596', 'GO:0015908', 'GO:0045429', 'GO:1990000', 'GO:0000165', 'GO:0030299', 'GO:1903428', 'GO:0032760', 'GO:0140052', 'GO:0007155', 'GO:0071223', 'GO:0043254', 'GO:0033993', 'GO:0001954', 'GO:0034145', 'GO:0043123', 'GO:0006954', 'GO:0010886', 'GO:0034121', 'GO:1990379', 'GO:0015909', 'GO:0002532', 'GO:0006911', 'GO:0006629', 'GO:0071404', 'GO:0097009', 'GO:0042308', 'GO:0031664', 'GO:0034381', 'GO:0070542', 'GO:0070543', 'GO:0050909', 'GO:0034383', 'GO:0034197', 'GO:0032755', 'GO:0032731', 'GO:0060100', 'GO:0031623', 'GO:0050830', 'GO:0006910', 'GO:0007166', 'GO:0035634', 'GO:0055096']","['GO:0035579', 'GO:0031092', 'GO:0005901', 'GO:0005886', 'GO:0005794', 'GO:0016020', 'GO:0031526', 'GO:0045335', 'GO:0009897', 'GO:0071944', 'GO:0045121', 'GO:0009986', 'GO:0030666', 'GO:0043235']","['GO:0015636', 'GO:0008035', 'GO:0071813', 'GO:0150025', 'GO:0005324', 'GO:0005041', 'GO:0005044', 'GO:0030169', 'GO:0001540', 'GO:0035325', 'GO:1901480', 'GO:0070892', 'GO:0070053', 'GO:0038024', 'GO:0044877', 'GO:0050431', 'GO:0008289']"
CD81,"['GO:0002863', 'GO:2000563', 'GO:0014905', 'GO:0072675', 'GO:0050861', 'GO:0030890', 'GO:1905676', 'GO:0070863', 'GO:0061462', 'GO:2001190', 'GO:0035783', 'GO:0002455', 'GO:0072659', 'GO:0034238', 'GO:1904352', 'GO:0050862', 'GO:2000553', 'GO:1905521', 'GO:0001771', 'GO:0031623', 'GO:0045944', 'GO:0071404', 'GO:1903911', 'GO:0031647', 'GO:0043410']","['GO:0031982', 'GO:0005829', 'GO:0070062', 'GO:0001772', 'GO:0009925', 'GO:0016323', 'GO:0097197', 'GO:0005886', 'GO:0016020', 'GO:0005925']","['GO:0005178', 'GO:1990459', 'GO:0015485', 'GO:0001618', 'GO:0042289', 'GO:0023026']"
